day,week,average,maxTemperature, minTemperature,weather,windDirection,windSpeed
2021-01-01,星期五,11.5,18,5,晴,西南风,3级
2021-01-02,星期六,11.0,18,4,晴,西南风,3级
2021-01-03,星期日,12.0,19,5,晴,西南风,2级
2021-01-04,星期一,13.0,20,6,晴,西南风,2级
2021-01-05,星期二,14.5,22,7,晴,西南风,2级
2021-01-06,星期三,14.0,21,7,晴,西南风,3级
2021-01-07,星期四,11.0,20,2,多云,西南风,3级
2021-01-08,星期五,2.5,3,2,多云,东风,2级
2021-01-09,星期六,7.5,11,4,阴,南风,2级
2021-01-10,星期日,3.0,6,0,阴,东南风,2级
2021-01-11,星期一,-0.5,0,-1,阴,东风,3级
2021-01-12,星期二,3.5,7,0,阴,东南风,2级
2021-01-13,星期三,8.5,14,3,晴,西风,2级
2021-01-14,星期四,8.0,14,2,晴,西风,2级
2021-01-15,星期五,9.5,15,4,晴,西南风,2级
2021-01-16,星期六,6.5,14,-1,多云,南风,2级
2021-01-17,星期日,1.5,3,0,阴,东风,3级
2021-01-18,星期一,7.0,12,2,晴,西风,2级
2021-01-19,星期二,11.0,17,5,多云,西南风,3级
2021-01-20,星期三,9.0,13,5,阴,西南风,3级
2021-01-21,星期四,10.5,16,5,阴,西南风,3级
2021-01-22,星期五,11.0,17,5,晴,西风,2级
2021-01-23,星期六,10.5,15,6,晴,西南风,3级
2021-01-24,星期日,17.0,22,12,阴,东南风,2级
2021-01-25,星期一,12.5,20,5,晴,西南风,2级
2021-01-26,星期二,12.5,20,5,晴,西南风,3级
2021-01-27,星期三,11.5,20,3,阴,西南风,3级
2021-01-28,星期四,8.5,12,5,多云,东南风,2级
2021-01-29,星期五,12.0,19,5,晴,西南风,3级
2021-01-30,星期六,12.0,18,6,晴,西南风,3级
2021-01-31,星期日,11.5,17,6,晴,西南风,3级
2021-02-01,星期一,12.0,18,6,晴,西南风,3级
2021-02-02,星期二,11.0,16,6,晴,西南风,3级
2021-02-03,星期三,12.5,19,6,晴,西南风,3级
2021-02-04,星期四,13.0,20,6,晴,西南风,3级
2021-02-05,星期五,13.0,20,6,晴,西南风,2级
2021-02-06,星期六,13.5,20,7,晴,西南风,3级
2021-02-07,星期日,10.0,14,6,阴,西南风,2级
2021-02-08,星期一,6.5,9,4,阴,东风,2级
2021-02-09,星期二,5.0,7,3,多云,东风,2级
2021-02-10,星期三,8.5,13,4,晴,西南风,2级
2021-02-11,星期四,11.0,18,4,晴,西南风,2级
2021-02-12,星期五,12.0,19,5,晴,西南风,2级
2021-02-13,星期六,13.0,20,6,晴,西南风,3级
2021-02-14,星期日,12.5,20,5,晴,西南风,2级
2021-02-15,星期一,13.5,21,6,晴,西南风,3级
2021-02-16,星期二,13.0,20,6,阴,西南风,2级
2021-02-17,星期三,11.0,15,7,晴,东风,2级
2021-02-18,星期四,13.0,19,7,多云,南风,2级
2021-02-19,星期五,14.0,20,8,多云,西南风,3级
2021-02-20,星期六,13.0,19,7,多云,西南风,3级
2021-02-21,星期日,13.5,18,9,晴,西南风,3级
2021-02-22,星期一,14.0,21,7,晴,西南风,2级
2021-02-23,星期二,14.0,21,7,晴,西南风,2级
2021-02-24,星期三,15.0,21,9,晴,西南风,4级
2021-02-25,星期四,15.0,20,10,晴,西风,4级
2021-02-26,星期五,15.5,20,11,晴,西南风,2级
2021-02-27,星期六,14.5,18,11,晴,西南风,3级
2021-02-28,星期日,16.0,20,12,晴,西南风,4级
2021-03-01,星期一,15.5,22,9,多云,西南风,3级
2021-03-02,星期二,15.5,21,10,晴,西南风,3级
2021-03-03,星期三,16.0,21,11,晴,西南风,3级
2021-03-04,星期四,15.0,21,9,晴,西南风,4级
2021-03-05,星期五,15.5,21,10,晴,西南风,4级
2021-03-06,星期六,14.5,20,9,晴,西风,4级
2021-03-07,星期日,15.0,20,10,晴,西南风,3级
2021-03-08,星期一,15.5,22,9,晴,西南风,3级
2021-03-09,星期二,15.0,20,10,晴,西南风,3级
2021-03-10,星期三,16.0,21,11,晴,西南风,4级
2021-03-11,星期四,16.5,23,10,晴,西南风,3级
2021-03-12,星期五,16.5,23,10,晴,西南风,3级
2021-03-13,星期六,15.5,22,9,晴,南风,2级
2021-03-14,星期日,16.5,24,9,晴,西南风,3级
2021-03-15,星期一,16.5,24,9,晴,西风,4级
2021-03-16,星期二,18.5,25,12,晴,西风,3级
2021-03-17,星期三,18.0,26,10,晴,西南风,3级
2021-03-18,星期四,18.0,26,10,晴,西风,3级
2021-03-19,星期五,18.5,26,11,晴,西风,3级
2021-03-20,星期六,18.5,26,11,晴,西南风,3级
2021-03-21,星期日,10.5,15,6,阴,东风,3级
2021-03-22,星期一,7.5,8,7,晴,东南风,3级
2021-03-23,星期二,15.5,22,9,晴,西南风,3级
2021-03-24,星期三,17.0,24,10,晴,西南风,3级
2021-03-25,星期四,17.0,23,11,晴,西南风,3级
2021-03-26,星期五,18.5,25,12,晴,西风,4级
2021-03-27,星期六,19.5,26,13,晴,西风,3级
2021-03-28,星期日,19.0,27,11,晴,西风,3级
2021-03-29,星期一,20.0,26,14,晴,西风,4级
2021-03-30,星期二,19.0,24,14,多云,西南风,4级
2021-03-31,星期三,19.0,23,15,晴,西风,4级
2021-04-01,星期四,19.0,23,15,晴,西风,4级
2021-04-02,星期五,18.5,23,14,晴,西南风,4级
2021-04-03,星期六,20.5,27,14,晴,西南风,3级
2021-04-04,星期日,16.5,21,12,阴,南风,3级
2021-04-05,星期一,13.5,16,11,阴,南风,3级
2021-04-06,星期二,11.5,12,11,阴,西南风,2级
2021-04-07,星期三,15.5,20,11,晴,西南风,2级
2021-04-08,星期四,17.0,22,12,晴,西南风,2级
2021-04-09,星期五,18.5,24,13,晴,西南风,3级
2021-04-10,星期六,19.5,25,14,晴,西南风,3级
2021-04-11,星期日,18.5,23,14,晴,西南风,4级
2021-04-12,星期一,19.0,26,12,晴,西南风,3级
2021-04-13,星期二,19.0,26,12,晴,西南风,3级
2021-04-14,星期三,19.5,26,13,晴,西南风,4级
2021-04-15,星期四,20.0,26,14,晴,西南风,3级
2021-04-16,星期五,19.0,27,11,多云,西南风,3级
2021-04-17,星期六,13.5,15,12,小雨转阴,东风,2级
2021-04-18,星期日,18.0,23,13,晴,西南风,3级
2021-04-19,星期一,18.5,24,13,晴,西南风,3级
2021-04-20,星期二,18.0,24,12,晴,西南风,3级
2021-04-21,星期三,20.0,27,13,晴,西南风,3级
2021-04-22,星期四,22.0,29,15,晴,西南风,3级
2021-04-23,星期五,22.0,29,15,晴,西南风,3级
2021-04-24,星期六,22.0,26,18,多云,西南风,3级
2021-04-25,星期日,22.5,30,15,多云,西南风,3级
2021-04-26,星期一,21.5,28,15,阴,西南风,3级
2021-04-27,星期二,20.0,22,18,阴,北风,1级
2021-04-28,星期三,18.0,23,13,阴,东风,3级
2021-04-29,星期四,15.0,17,13,多云,东风,2级
2021-04-30,星期五,20.5,27,14,多云,西南风,2级
2021-05-01,星期六,20.0,25,15,阴,东风,2级
2021-05-02,星期日,20.0,26,14,多云,西南风,3级
2021-05-03,星期一,21.0,27,15,晴,西南风,3级
2021-05-04,星期二,19.0,25,13,小雨转阴,西南风,2级
2021-05-05,星期三,20.5,25,16,多云,西南风,3级
2021-05-06,星期四,20.5,26,15,多云,西南风,3级
2021-05-07,星期五,18.5,22,15,多云转小雨,西南风,3级
2021-05-08,星期六,20.5,27,14,晴,西南风,2级
2021-05-09,星期日,21.0,27,15,晴,西南风,3级
2021-05-10,星期一,20.5,25,16,晴,西南风,4级
2021-05-11,星期二,21.5,27,16,晴,西南风,3级
2021-05-12,星期三,21.5,27,16,多云,西南风,3级
2021-05-13,星期四,20.5,26,15,晴,西南风,3级
2021-05-14,星期五,21.5,27,16,晴,西南风,4级
2021-05-15,星期六,21.5,27,16,晴,西南风,4级
2021-05-16,星期日,22.5,28,17,多云,西南风,3级
2021-05-17,星期一,27.5,31,24,中雨到大雨,南风,1级
2021-05-18,星期二,22.5,28,17,多云,西南风,3级
2021-05-19,星期三,23.5,28,19,小雨,西南风,4级
2021-05-20,星期四,23.5,28,19,多云,西南风,3级
2021-05-21,星期五,24.0,29,19,晴,西南风,3级
2021-05-22,星期六,24.5,30,19,多云,西南风,3级
2021-05-23,星期日,24.5,31,18,小雨,南风,2级
2021-05-24,星期一,17.0,19,15,小雨转阴,东风,2级
2021-05-25,星期二,21.0,25,17,晴,南风,3级
2021-05-26,星期三,21.0,25,17,小雨,南风,3级
2021-05-27,星期四,19.5,24,15,小雨,东南风,2级
2021-05-28,星期五,21.5,26,17,阴,南风,2级
2021-05-29,星期六,23.5,28,19,多云,西南风,3级
2021-05-30,星期日,21.5,26,17,多云转小雨,南风,2级
2021-05-31,星期一,23.5,29,18,多云,西南风,2级
2021-06-01,星期二,23.5,28,19,多云,西南风,3级
2021-06-02,星期三,24.5,30,19,多云,西南风,3级
2021-06-03,星期四,22.5,27,18,小雨到中雨,南风,3级
2021-06-04,星期五,19.0,22,16,阴,东北风,2级
2021-06-05,星期六,21.0,26,16,阴,东风,2级
2021-06-06,星期日,20.5,25,16,小雨,东南风,2级
2021-06-07,星期一,20.0,24,16,小雨,东风,2级
2021-06-08,星期二,17.5,18,17,阴,东风,2级
2021-06-09,星期三,19.5,23,16,小雨,东南风,1级
2021-06-10,星期四,18.5,22,15,阴,东北风,2级
2021-06-11,星期五,19.5,24,15,阴转小雨,东北风,1级
2021-06-12,星期六,21.0,25,17,多云转小雨,东南风,2级
2021-06-13,星期日,21.5,26,17,多云转小雨,东南风,2级
2021-06-14,星期一,22.0,25,19,多云,南风,2级
2021-06-15,星期二,22.5,28,17,小雨到中雨,南风,3级
2021-06-16,星期三,24.0,29,19,多云,南风,2级
2021-06-17,星期四,22.5,27,18,多云转小雨,西南风,2级
2021-06-18,星期五,29.5,35,24,多云,南风,1级
2021-06-19,星期六,23.0,28,18,多云,西南风,3级
2021-06-20,星期日,23.5,28,19,多云,西南风,3级
2021-06-21,星期一,23.5,28,19,多云,西南风,2级
2021-06-22,星期二,20.5,24,17,小雨,东南风,2级
2021-06-23,星期三,19.5,22,17,阴,南风,2级
2021-06-24,星期四,21.0,25,17,阴,南风,2级
2021-06-25,星期五,21.5,25,18,阴,南风,2级
2021-06-26,星期六,22.5,27,18,多云,西南风,2级
2021-06-27,星期日,23.0,27,19,阴,西南风,2级
2021-06-28,星期一,24.0,28,20,小雨到大雨,西南风,2级
2021-06-29,星期二,19.5,24,15,阴,东南风,1级
2021-06-30,星期三,21.0,24,18,中雨到大雨,东风,2级
2021-07-01,星期四,28.5,32,25,阴,南风,1级
2021-07-02,星期五,29.5,34,25,阴,东南风,2级
2021-07-03,星期六,22.0,26,18,阴,西南风,2级
2021-07-04,星期日,22.5,27,18,多云,西南风,2级
2021-07-05,星期一,30.0,35,25,多云,东南风,2级
2021-07-06,星期二,20.0,22,18,阴,东南风,1级
2021-07-07,星期三,22.0,27,17,多云,东南风,2级
2021-07-08,星期四,22.5,27,18,多云,东风,2级
2021-07-09,星期五,29.5,35,24,多云,南风,1级
2021-07-10,星期六,21.5,26,17,阴,南风,3级
2021-07-11,星期日,21.0,25,17,多云,西南风,3级
2021-07-12,星期一,21.5,25,18,多云,西南风,3级
2021-07-13,星期二,21.0,25,17,多云,西南风,2级
2021-07-14,星期三,22.5,27,18,多云,西南风,2级
2021-07-15,星期四,21.5,26,17,多云,南风,2级
2021-07-16,星期五,21.5,24,19,小雨,西南风,2级
2021-07-17,星期六,21.5,26,17,小雨,西南风,2级
2021-07-18,星期日,20.5,25,16,小雨,东北风,2级
2021-07-19,星期一,22.0,25,19,多云,东北风,2级
2021-07-20,星期二,20.5,23,18,阴,东风,2级
2021-07-21,星期三,22.5,26,19,阴,东风,2级
2021-07-22,星期四,21.0,24,18,小雨到中雨,东风,1级
2021-07-23,星期五,30.5,36,25,多云,北风,1级
2021-07-24,星期六,18.5,20,17,小雨,东风,2级
2021-07-25,星期日,19.0,21,17,阴到小雨,东风,2级
2021-07-26,星期一,18.0,23,13,多云转小雨,南风,2级
2021-07-27,星期二,19.5,24,15,小雨到中雨,东南风,1级
2021-07-28,星期三,21.5,26,17,小雨转阴,东风,1级
2021-07-29,星期四,22.5,27,18,多云,东北风,1级
2021-07-30,星期五,29.0,34,24,多云,南风,1级
2021-07-31,星期六,21.0,24,18,小雨到大雨,北风,2级
2021-08-01,星期日,21.0,26,16,晴,东北风,2级
2021-08-02,星期一,23.0,28,18,晴,东风,2级
2021-08-03,星期二,23.0,28,18,多云,东风,2级
2021-08-04,星期三,23.0,28,18,晴,东风,2级
2021-08-05,星期四,24.0,30,18,多云,南风,1级
2021-08-06,星期五,23.0,28,18,多云转小雨,西南风,2级
2021-08-07,星期六,29.0,34,24,小雨,西风,1级
2021-08-08,星期日,23.0,28,18,阴,西南风,2级
2021-08-09,星期一,21.5,27,16,小雨转多云,东风,1级
2021-08-10,星期二,20.5,25,16,小雨,东风,2级
2021-08-11,星期三,20.5,26,15,多云,东南风,2级
2021-08-12,星期四,22.5,27,18,多云,南风,2级
2021-08-13,星期五,20.0,24,16,阴转小雨,西南风,2级
2021-08-14,星期六,19.5,22,17,小雨到中雨,东风,1级
2021-08-15,星期日,29.0,34,24,多云,东南风,1级
2021-08-16,星期一,21.0,24,18,小雨,南风,2级
2021-08-17,星期二,20.0,21,19,阴,西南风,2级
2021-08-18,星期三,20.0,22,18,多云,西南风,2级
2021-08-19,星期四,28.5,33,24,晴,东南风,1级
2021-08-20,星期五,21.5,26,17,多云,南风,2级
2021-08-21,星期六,29.5,34,25,小雨,西南风,1级
2021-08-22,星期日,21.5,25,18,阴,西南风,2级
2021-08-23,星期一,21.0,25,17,阴,西南风,2级
2021-08-24,星期二,19.5,22,17,多云,东风,2级
2021-08-25,星期三,20.5,24,17,阴转小雨,南风,2级
2021-08-26,星期四,21.0,24,18,多云,南风,2级
2021-08-27,星期五,21.0,25,17,小雨,东南风,2级
2021-08-28,星期六,21.0,25,17,阴转小雨,南风,2级
2021-08-29,星期日,17.0,21,13,阴到小雨,南风,2级
2021-08-30,星期一,21.0,25,17,多云,西南风,2级
2021-08-31,星期二,19.5,25,14,多云转小雨,南风,2级
2021-09-01,星期三,20.0,24,16,阴到小雨,东南风,2级
2021-09-02,星期四,20.5,24,17,多云转小雨,南风,2级
2021-09-03,星期五,20.0,25,15,多云,南风,0级
2021-09-04,星期六,21.5,25,18,多云,南风,2级
2021-09-05,星期日,20.5,24,17,小雨,南风,2级
2021-09-06,星期一,21.5,25,18,小雨,南风,3级
2021-09-07,星期二,19.0,22,16,多云,东北风,1级
2021-09-08,星期三,19.5,23,16,小雨,南风,0级
2021-09-09,星期四,21.5,26,17,多云,东风,2级
2021-09-10,星期五,20.5,24,17,多云,南风,3级
2021-09-11,星期六,21.5,26,17,晴,南风,2级
2021-09-12,星期日,21.5,27,16,晴,东南风,2级
2021-09-13,星期一,22.0,27,17,晴,西南风,1级
2021-09-14,星期二,21.0,25,17,多云,东南风,2级
2021-09-15,星期三,19.5,21,18,小雨,东南风,3级
2021-09-16,星期四,28.5,33,24,多云,北风,1级
2021-09-17,星期五,18.0,23,13,多云,西南风,2级
2021-09-18,星期六,20.0,25,15,小雨到大雨,东北风,1级
2021-09-19,星期日,17.5,23,12,小雨到中雨,西南风,1级
2021-09-20,星期一,20.5,25,16,多云,西南风,1级
2021-09-21,星期二,20.5,26,15,晴,南风,2级
2021-09-22,星期三,18.5,24,13,多云,西南风,2级
2021-09-23,星期四,18.5,24,13,晴,南风,1级
2021-09-24,星期五,18.0,22,14,小雨,西风,1级
2021-09-25,星期六,28.5,34,23,晴,东北风,1级
2021-09-26,星期日,18.5,24,13,晴,西南风,2级
2021-09-27,星期一,17.0,21,13,晴,西南风,2级
2021-09-28,星期二,18.0,24,12,多云,东南风,2级
2021-09-29,星期三,17.0,21,13,小雨到中雨,西北风,1级
2021-09-30,星期四,17.0,22,12,多云,北风,2级
2021-10-01,星期五,17.0,22,12,晴,西南风,1级
2021-10-02,星期六,19.0,24,14,晴,南风,2级
2021-10-03,星期日,28.5,33,24,多云,东风,1级
2021-10-04,星期一,28.5,34,23,晴,东北风,2级
2021-10-05,星期二,20.5,25,16,多云,南风,1级
2021-10-06,星期三,18.5,24,13,小雨,西风,2级
2021-10-07,星期四,16.0,20,12,小雨,西南风,1级
2021-10-08,星期五,27.0,30,24,小雨,东北风,2级
2021-10-09,星期六,24.5,26,23,小雨到中雨,南风,1级
2021-10-10,星期日,13.5,17,10,多云,北风,4级
2021-10-11,星期一,12.5,15,10,小雨,东北风,3级
2021-10-12,星期二,13.5,18,9,多云,东风,2级
2021-10-13,星期三,15.0,19,11,多云,东北风,3级
2021-10-14,星期四,13.5,15,12,多云,西南风,1级
2021-10-15,星期五,15.0,18,12,小雨,东风,2级
2021-10-16,星期六,10.5,11,10,多云,东北风,3级
2021-10-17,星期日,13.0,17,9,阴,北风,2级
2021-10-18,星期一,15.5,20,11,晴,西南风,2级
2021-10-19,星期二,18.0,23,13,多云,东南风,0级
2021-10-20,星期三,22.5,28,17,多云转雨,东南风,2级
2021-10-21,星期四,10.0,11,9,小雨,东北风,3级
2021-10-22,星期五,8.0,10,6,多云,东风,2级
2021-10-23,星期六,11.5,15,8,阴,南风,2级
2021-10-24,星期日,14.0,18,10,阴,东南风,1级
2021-10-25,星期一,20.5,26,15,晴,东南风,2级
2021-10-26,星期二,22.5,28,17,晴,北风,1级
2021-10-27,星期三,16.5,21,12,晴,南风,3级
2021-10-28,星期四,16.5,19,14,小雨到中雨,南风,2级
2021-10-29,星期五,15.0,21,9,多云,东南风,2级
2021-10-30,星期六,13.0,16,10,小雨,西南风,1级
2021-10-31,星期日,10.5,15,6,多云,西南风,1级
2021-11-01,星期一,17.5,22,13,多云,西南风,2级
2021-11-02,星期二,17.5,23,12,多云,西南风,2级
2021-11-03,星期三,17.5,22,13,多云,西南风,2级
2021-11-04,星期四,17.0,22,12,多云,西南风,3级
2021-11-05,星期五,16.5,22,11,多云,西南风,2级
2021-11-06,星期六,15.5,22,9,多云,西南风,2级
2021-11-07,星期日,14.0,20,8,多云~阴,东南风,2级
2021-11-08,星期一,9.5,11,8,多云~阴,东南风,2级
2021-11-09,星期二,13.0,19,7,雾~阵雨,南风,2级
2021-11-10,星期三,11.0,13,9,多云~阵雨,东南风,2级
2021-11-11,星期四,14.0,21,7,多云~阴,西南风,2级
2021-11-12,星期五,8.0,9,7,多云~阴,东风,2级
2021-11-13,星期六,9.0,10,8,多云~阵雨,东南风,2级
2021-11-14,星期日,12.5,13,12,中雨~阵雨,东南风,2级
2021-11-15,星期一,15.5,20,11,雾~多云,西南风,2级
2021-11-16,星期二,12.0,14,10,中雨~小雨,西南风,2级
2021-11-17,星期三,13.0,14,12,雾~多云,东南风,2级
2021-11-18,星期四,15.0,20,10,雾~晴,西南风,2级
2021-11-19,星期五,15.0,21,9,多云~晴,西南风,2级
2021-11-20,星期六,15.0,22,8,晴,西南风,2级
2021-11-21,星期日,12.0,20,4,晴~小雨,东南风,2级
2021-11-22,星期一,5.0,6,4,小雨,东风,2级
2021-11-23,星期二,6.0,7,5,中雨~阵雨,东风,2级
2021-11-24,星期三,8.0,9,7,多云,东南风,2级
2021-11-25,星期四,11.5,16,7,雾~阴,西南风,2级
2021-11-26,星期五,12.0,17,7,雾~多云,西南风,2级
2021-11-27,星期六,11.5,16,7,雾~阵雨,东南风,2级
2021-11-28,星期日,12.5,17,8,多云,西南风,2级
2021-11-29,星期一,12.0,18,6,多云~小雨,西南风,2级
2021-11-30,星期二,8.0,11,5,多云~小雨,东风,3级
2021-12-01,星期三,10.0,15,5,多云,南风,1级
2021-12-02,星期四,7.0,10,4,阴,南风,2级
2021-12-03,星期五,8.5,13,4,多云,南风,3级
2021-12-04,星期六,7.5,11,4,多云,西风,1级
2021-12-05,星期日,9.0,12,6,阴,东风,2级
2021-12-06,星期一,8.5,12,5,多云,西南风,1级
2021-12-07,星期二,14.5,23,6,晴,东北风,1级
2021-12-08,星期三,12.0,19,5,晴,东南风,2级
2021-12-09,星期四,11.5,18,5,晴,西南风,2级
2021-12-10,星期五,12.0,18,6,晴,西南风,3级
2021-12-11,星期六,19.0,27,11,晴,北风,1级
2021-12-12,星期日,15.0,21,9,晴,北风,2级
2021-12-13,星期一,8.5,12,5,多云,西南风,2级
2021-12-14,星期二,17.5,23,12,晴,北风,1级
2021-12-15,星期三,12.5,19,6,晴,西南风,2级
2021-12-16,星期四,9.5,16,3,多云,南风,3级
2021-12-17,星期五,8.0,11,5,多云,东北风,2级
2021-12-18,星期六,12.0,19,5,晴,东北风,2级
2021-12-19,星期日,8.5,14,3,晴,东南风,3级
2021-12-20,星期一,14.0,16,12,小雨,北风,3级
2021-12-21,星期二,9.5,14,5,多云,西风,1级
2021-12-22,星期三,8.5,13,4,多云,西风,1级
2021-12-23,星期四,5.5,10,1,小雨,西南风,2级
2021-12-24,星期五,6.5,12,1,小雨转晴,西南风,2级
2021-12-25,星期六,8.5,14,3,多云,西北风,1级
2021-12-26,星期日,8.5,13,4,小雨,南风,3级
2021-12-27,星期一,10.0,14,6,多云,南风,2级
2021-12-28,星期二,11.0,16,6,多云,西北风,1级
2021-12-29,星期三,11.0,17,5,多云,西北风,2级
2021-12-30,星期四,12.5,18,7,多云,南风,2级
2021-12-31,星期五,9.5,14,5,晴,北风,0级
